filename,age,target
data/train/49130re.jpg,2,2
data/train/55388re.jpg,3,2
data/train/79985re.jpg,7,2
data/train/25980re.jpg,9,2
data/train/71906re.jpg,6,2
data/train/61024re.jpg,4,2
data/train/20823re.jpg,9,2
data/train/42731re.jpg,1,2
data/train/30829re.jpg,10,2
data/train/82426re.jpg,8,2
data/train/29782re.jpg,10,2
data/train/65255re.jpg,5,2
data/train/23983re.jpg,9,2
data/train/66608re.jpg,5,2
data/train/24793re.jpg,9,2
data/train/70073re.jpg,6,2
data/train/57588re.jpg,4,2
data/train/42687re.jpg,1,2
data/train/49135re.jpg,2,2
data/train/63408re.jpg,5,2
data/train/27447re.jpg,10,2
data/train/40524re.jpg,1,2
data/train/57787re.jpg,4,2
data/train/85715re.jpg,8,2
data/train/54495re.jpg,3,2
data/train/29089re.jpg,10,2
data/train/38883re.jpg,11,2
data/train/62363re.jpg,4,2
data/train/74721re.jpg,6,2
data/train/36649re.jpg,11,2
data/train/55986re.jpg,3,2
data/train/77000re.jpg,7,2
data/train/71999re.jpg,6,2
data/train/36823re.jpg,11,2
data/train/39080re.jpg,1,2
data/train/76410re.jpg,7,2
data/train/82482re.jpg,8,2
data/train/40109re.jpg,1,2
data/train/30297re.jpg,10,2
data/train/82612re.jpg,8,2
data/train/47692re.jpg,2,2
data/train/61507re.jpg,4,2
data/train/48283re.jpg,2,2
data/train/44017re.jpg,1,2
data/train/49108re.jpg,2,2
data/train/63429re.jpg,5,2
data/train/73112re.jpg,6,2
data/train/39683re.jpg,1,2
data/train/76761re.jpg,7,2
data/train/85577re.jpg,8,2
data/train/41815re.jpg,1,2
data/train/66922re.jpg,5,2
data/train/48731re.jpg,2,2
data/train/77033re.jpg,7,2
data/train/68904re.jpg,5,2
data/train/24333re.jpg,9,2
data/train/59533re.jpg,4,2
data/train/43256re.jpg,1,2
data/train/70220re.jpg,6,2
data/train/86208re.jpg,8,2
data/train/74809re.jpg,6,2
data/train/17481re.jpg,0,2
data/train/37805re.jpg,11,2
data/train/60073re.jpg,4,2
data/train/34273re.jpg,11,2
data/train/57765re.jpg,4,2
data/train/23490re.jpg,9,2
data/train/81916re.jpg,8,2
data/train/47199re.jpg,2,2
data/train/70413re.jpg,6,2
data/train/21007re.jpg,9,2
data/train/63176re.jpg,5,2
data/train/50319re.jpg,2,2
data/train/41300re.jpg,1,2
data/train/43293re.jpg,1,2
data/train/38406re.jpg,11,2
data/train/53837re.jpg,3,2
data/train/51964re.jpg,3,2
data/train/55256re.jpg,3,2
data/train/16303re.jpg,0,2
data/train/15910re.jpg,0,2
data/train/59633re.jpg,4,2
data/train/43659re.jpg,1,2
data/train/32302re.jpg,10,2
data/train/61792re.jpg,4,2
data/train/15823re.jpg,0,2
data/train/71804re.jpg,6,2
data/train/29918re.jpg,10,2
data/train/26601re.jpg,9,2
data/train/66959re.jpg,5,2
data/train/19532re.jpg,0,2
data/train/27995re.jpg,10,2
data/train/58353re.jpg,4,2
data/train/74442re.jpg,6,2
data/train/45885re.jpg,2,2
data/train/26732re.jpg,10,2
data/train/46364re.jpg,2,2
data/train/16566re.jpg,0,2
data/train/41058re.jpg,1,2
data/train/77581re.jpg,7,2
data/train/69746re.jpg,6,2
data/train/86663re.jpg,8,2
data/train/56689re.jpg,3,2
data/train/56747re.jpg,3,2
data/train/26731re.jpg,10,2
data/train/65766re.jpg,5,2
data/train/52626re.jpg,3,2
data/train/62603re.jpg,4,2
data/train/67459re.jpg,5,2
data/train/50861re.jpg,3,2
data/train/23369re.jpg,9,2
data/train/52049re.jpg,3,2
data/train/82230re.jpg,8,2
data/train/19209re.jpg,0,2
data/train/73349re.jpg,6,2
data/train/17035re.jpg,0,2
data/train/85983re.jpg,8,2
data/train/55216re.jpg,3,2
data/train/59962re.jpg,4,2
data/train/30762re.jpg,10,2
data/train/40363re.jpg,1,2
data/train/48897re.jpg,2,2
data/train/66751re.jpg,5,2
data/train/33204re.jpg,11,2
data/train/51760re.jpg,3,2
data/train/54158re.jpg,3,2
data/train/22048re.jpg,9,2
data/train/78435re.jpg,7,2
data/train/60860re.jpg,4,2
data/train/66964re.jpg,5,2
data/train/39414re.jpg,1,2
data/train/37408re.jpg,11,2
data/train/56825re.jpg,3,2
data/train/84507re.jpg,8,2
data/train/48342re.jpg,2,2
data/train/36646re.jpg,11,2
data/train/23489re.jpg,9,2
data/train/78634re.jpg,7,2
data/train/40814re.jpg,1,2
data/train/21916re.jpg,9,2
data/train/32388re.jpg,10,2
data/train/35063re.jpg,11,2
data/train/47845re.jpg,2,2
data/train/52770re.jpg,3,2
data/train/81289re.jpg,8,2
data/train/69086re.jpg,5,2
data/train/83482re.jpg,8,2
data/train/87170re.jpg,8,2
data/train/36394re.jpg,11,2
data/train/26176re.jpg,9,2
data/train/47888re.jpg,2,2
data/train/76719re.jpg,7,2
data/train/32850re.jpg,11,2
data/train/68018re.jpg,5,2
data/train/58816re.jpg,4,2
data/train/26769re.jpg,10,2
data/train/67742re.jpg,5,2
data/train/81430re.jpg,8,2
data/train/16896re.jpg,0,2
data/train/52010re.jpg,3,2
data/train/50128re.jpg,2,2
data/train/50315re.jpg,2,2
data/train/80295re.jpg,7,2
data/train/26400re.jpg,9,2
data/train/51054re.jpg,3,2
data/train/82213re.jpg,8,2
data/train/34165re.jpg,11,2
data/train/24648re.jpg,9,2
data/train/25788re.jpg,9,2
data/train/34352re.jpg,11,2
data/train/77378re.jpg,7,2
data/train/51123re.jpg,3,2
data/train/37829re.jpg,11,2
data/train/47858re.jpg,2,2
data/train/24919re.jpg,9,2
data/train/49106re.jpg,2,2
data/train/40263re.jpg,1,2
data/train/76798re.jpg,7,2
data/train/27846re.jpg,10,2
data/train/78395re.jpg,7,2
data/train/76464re.jpg,7,2
data/train/73936re.jpg,6,2
data/train/45319re.jpg,2,2
data/train/58786re.jpg,4,2
data/train/80121re.jpg,7,2
data/train/54410re.jpg,3,2
data/train/21428re.jpg,9,2
data/train/47547re.jpg,2,2
data/train/70927re.jpg,6,2
data/train/36900re.jpg,11,2
data/train/84042re.jpg,8,2
data/train/39914re.jpg,1,2
data/train/54192re.jpg,3,2
data/train/52452re.jpg,3,2
data/train/85140re.jpg,8,2
data/train/76650re.jpg,7,2
data/train/65048re.jpg,5,2
data/train/49357re.jpg,2,2
data/train/82542re.jpg,8,2
data/train/44035re.jpg,1,2
data/train/20154re.jpg,0,2
data/train/82632re.jpg,8,2
data/train/58852re.jpg,4,2
data/train/51486re.jpg,3,2
data/train/32527re.jpg,10,2
data/train/23865re.jpg,9,2
data/train/79401re.jpg,7,2
data/train/29935re.jpg,10,2
data/train/46913re.jpg,2,2
data/train/54071re.jpg,3,2
data/train/47951re.jpg,2,2
data/train/62200re.jpg,4,2
data/train/37395re.jpg,11,2
data/train/42737re.jpg,1,2
data/train/63322re.jpg,5,2
data/train/43712re.jpg,1,2
data/train/31617re.jpg,10,2
data/train/62286re.jpg,4,2
data/train/67993re.jpg,5,2
data/train/45287re.jpg,2,2
data/train/39028re.jpg,1,2
data/train/29381re.jpg,10,2
data/train/70488re.jpg,6,2
data/train/67460re.jpg,5,2
data/train/38572re.jpg,11,2
data/train/63330re.jpg,5,2
data/train/49364re.jpg,2,2
data/train/22919re.jpg,9,2
data/train/38358re.jpg,11,2
data/train/56836re.jpg,3,2
data/train/45801re.jpg,2,2
data/train/65711re.jpg,5,2
data/train/43768re.jpg,1,2
data/train/78502re.jpg,7,2
data/train/76254re.jpg,7,2
data/train/49042re.jpg,2,2
data/train/16009re.jpg,0,2
data/train/38175re.jpg,11,2
data/train/72506re.jpg,6,2
data/train/35132re.jpg,11,2
data/train/79171re.jpg,7,2
data/train/31074re.jpg,10,2
data/train/82317re.jpg,8,2
data/train/56734re.jpg,3,2
data/train/42012re.jpg,1,2
data/train/41161re.jpg,1,2
data/train/81407re.jpg,8,2
data/train/44604re.jpg,1,2
data/train/58062re.jpg,4,2
data/train/40651re.jpg,1,2
data/train/85211re.jpg,8,2
data/train/80776re.jpg,7,2
data/train/46277re.jpg,2,2
data/train/72303re.jpg,6,2
data/train/19740re.jpg,0,2
data/train/43757re.jpg,1,2
data/train/71048re.jpg,6,2
data/train/25073re.jpg,9,2
data/train/83229re.jpg,8,2
data/train/34981re.jpg,11,2
data/train/83511re.jpg,8,2
data/train/38043re.jpg,11,2
data/train/57713re.jpg,4,2
data/train/19346re.jpg,0,2
data/train/37900re.jpg,11,2
data/train/79030re.jpg,7,2
data/train/80167re.jpg,7,2
data/train/17973re.jpg,0,2
data/train/86540re.jpg,8,2
data/train/45702re.jpg,2,2
data/train/17240re.jpg,0,2
data/train/76892re.jpg,7,2
data/train/80641re.jpg,7,2
data/train/16084re.jpg,0,2
data/train/37051re.jpg,11,2
data/train/32024re.jpg,10,2
data/train/62493re.jpg,4,2
data/train/86120re.jpg,8,2
data/train/45361re.jpg,2,2
data/train/65382re.jpg,5,2
data/train/54644re.jpg,3,2
data/train/36105re.jpg,11,2
data/train/40843re.jpg,1,2
data/train/81645re.jpg,8,2
data/train/29048re.jpg,10,2
data/train/25040re.jpg,9,2
data/train/15782re.jpg,0,2
data/train/75002re.jpg,6,2
data/train/39086re.jpg,1,2
data/train/57280re.jpg,4,2
data/train/62057re.jpg,4,2
data/train/44494re.jpg,1,2
data/train/41965re.jpg,1,2
data/train/72236re.jpg,6,2
data/train/28384re.jpg,10,2
data/train/61227re.jpg,4,2
data/train/68990re.jpg,5,2
data/train/44400re.jpg,1,2
data/train/64655re.jpg,5,2
data/train/83195re.jpg,8,2
data/train/72106re.jpg,6,2
data/train/36541re.jpg,11,2
data/train/57115re.jpg,4,2
data/train/52846re.jpg,3,2
data/train/60164re.jpg,4,2
data/train/49447re.jpg,2,2
data/train/54739re.jpg,3,2
data/train/53080re.jpg,3,2
data/train/78618re.jpg,7,2
data/train/30763re.jpg,10,2
data/train/77162re.jpg,7,2
data/train/43459re.jpg,1,2
data/train/66003re.jpg,5,2
data/train/31625re.jpg,10,2
data/train/40320re.jpg,1,2
data/train/62203re.jpg,4,2
data/train/68203re.jpg,5,2
data/train/36204re.jpg,11,2
data/train/53958re.jpg,3,2
data/train/17656re.jpg,0,2
data/train/27567re.jpg,10,2
data/train/67087re.jpg,5,2
data/train/19077re.jpg,0,2
data/train/22989re.jpg,9,2
data/train/29778re.jpg,10,2
data/train/68937re.jpg,5,2
data/train/51791re.jpg,3,2
data/train/30731re.jpg,10,2
data/train/59593re.jpg,4,2
data/train/85856re.jpg,8,2
data/train/73288re.jpg,6,2
data/train/39185re.jpg,1,2
data/train/84948re.jpg,8,2
data/train/53463re.jpg,3,2
data/train/68632re.jpg,5,2
data/train/34747re.jpg,11,2
data/train/67021re.jpg,5,2
data/train/50489re.jpg,2,2
data/train/29796re.jpg,10,2
data/train/74046re.jpg,6,2
data/train/71851re.jpg,6,2
data/train/67558re.jpg,5,2
data/train/25940re.jpg,9,2
data/train/48081re.jpg,2,2
data/train/29141re.jpg,10,2
data/train/75597re.jpg,7,2
data/train/74059re.jpg,6,2
data/train/40062re.jpg,1,2
data/train/34542re.jpg,11,2
data/train/42354re.jpg,1,2
data/train/60509re.jpg,4,2
data/train/74929re.jpg,6,2
data/train/56469re.jpg,3,2
data/train/85044re.jpg,8,2
data/train/44603re.jpg,1,2
data/train/78985re.jpg,7,2
data/train/57355re.jpg,4,2
data/train/78596re.jpg,7,2
data/train/43833re.jpg,1,2
data/train/61820re.jpg,4,2
data/train/28666re.jpg,10,2
data/train/14579re.jpg,0,2
data/train/86242re.jpg,8,2
data/train/62272re.jpg,4,2
data/train/69401re.jpg,6,2
data/train/28626re.jpg,10,2
data/train/39447re.jpg,1,2
data/train/86083re.jpg,8,2
data/train/15055re.jpg,0,2
data/train/29431re.jpg,10,2
data/train/76319re.jpg,7,2
data/train/39156re.jpg,1,2
data/train/72906re.jpg,6,2
data/train/27728re.jpg,10,2
data/train/51237re.jpg,3,2
data/train/40038re.jpg,1,2
data/train/80794re.jpg,7,2
data/train/56889re.jpg,4,2
data/train/21109re.jpg,9,2
data/train/46702re.jpg,2,2
data/train/46203re.jpg,2,2
data/train/38067re.jpg,11,2
data/train/21381re.jpg,9,2
data/train/58695re.jpg,4,2
data/train/37035re.jpg,11,2
data/train/77144re.jpg,7,2
data/train/24045re.jpg,9,2
data/train/82818re.jpg,8,2
data/train/87189re.jpg,8,2
data/train/53894re.jpg,3,2
data/train/56334re.jpg,3,2
data/train/19907re.jpg,0,2
data/train/62695re.jpg,4,2
data/train/38900re.jpg,11,2
data/train/80081re.jpg,7,2
data/train/55043re.jpg,3,2
data/train/38420re.jpg,11,2
data/train/69860re.jpg,6,2
data/train/76145re.jpg,7,2
data/train/19311re.jpg,0,2
data/train/71960re.jpg,6,2
data/train/70992re.jpg,6,2
data/train/24196re.jpg,9,2
data/train/65604re.jpg,5,2
data/train/73189re.jpg,6,2
data/train/67886re.jpg,5,2
data/train/15356re.jpg,0,2
data/train/61646re.jpg,4,2
data/train/79403re.jpg,7,2
data/train/29060re.jpg,10,2
data/train/21193re.jpg,9,2
data/train/19465re.jpg,0,2
data/train/83367re.jpg,8,2
data/train/78189re.jpg,7,2
data/train/40379re.jpg,1,2
data/train/70874re.jpg,6,2
data/train/24898re.jpg,9,2
data/train/55114re.jpg,3,2
data/train/42806re.jpg,1,2
data/train/23008re.jpg,9,2
data/train/44595re.jpg,1,2
data/train/71526re.jpg,6,2
data/train/42215re.jpg,1,2
data/train/39702re.jpg,1,2
data/train/34052re.jpg,11,2
data/train/81478re.jpg,8,2
data/train/76913re.jpg,7,2
data/train/60077re.jpg,4,2
data/train/17843re.jpg,0,2
data/train/67188re.jpg,5,2
data/train/79008re.jpg,7,2
data/train/48308re.jpg,2,2
data/train/46281re.jpg,2,2
data/train/50228re.jpg,2,2
data/train/38952re.jpg,11,2
data/train/70221re.jpg,6,2
data/train/77702re.jpg,7,2
data/train/33570re.jpg,11,2
data/train/37483re.jpg,11,2
data/train/64302re.jpg,5,2
data/train/38868re.jpg,11,2
data/train/25647re.jpg,9,2
data/train/64876re.jpg,5,2
data/train/83595re.jpg,8,2
data/train/65374re.jpg,5,2
data/train/59685re.jpg,4,2
data/train/86569re.jpg,8,2
data/train/21144re.jpg,9,2
data/train/30578re.jpg,10,2
data/train/45797re.jpg,2,2
data/train/30969re.jpg,10,2
data/train/26911re.jpg,10,2
data/train/61775re.jpg,4,2
data/train/34127re.jpg,11,2
data/train/51301re.jpg,3,2
data/train/57405re.jpg,4,2
data/train/48812re.jpg,2,2
data/train/44236re.jpg,1,2
data/train/20709re.jpg,9,2
data/train/43960re.jpg,1,2
data/train/19457re.jpg,0,2
data/train/78164re.jpg,7,2
data/train/63715re.jpg,5,2
data/train/83273re.jpg,8,2
data/train/26901re.jpg,10,2
data/train/24474re.jpg,9,2
data/train/64661re.jpg,5,2
data/train/32039re.jpg,10,2
data/train/25672re.jpg,9,2
data/train/30047re.jpg,10,2
data/train/76644re.jpg,7,2
data/train/53299re.jpg,3,2
data/train/56375re.jpg,3,2
data/train/42002re.jpg,1,2
data/train/62537re.jpg,4,2
data/train/53204re.jpg,3,2
data/train/15585re.jpg,0,2
data/train/42022re.jpg,1,2
data/train/86878re.jpg,8,2
data/train/23319re.jpg,9,2
data/train/54007re.jpg,3,2
data/train/60407re.jpg,4,2
data/train/47229re.jpg,2,2
data/train/34942re.jpg,11,2
data/train/63507re.jpg,5,2
data/train/37435re.jpg,11,2
data/train/49292re.jpg,2,2
data/train/21062re.jpg,9,2
data/train/83287re.jpg,8,2
data/train/15844re.jpg,0,2
data/train/45890re.jpg,2,2
data/train/32522re.jpg,10,2
data/train/17018re.jpg,0,2
data/train/65038re.jpg,5,2
data/train/31369re.jpg,10,2
data/train/76643re.jpg,7,2
data/train/20326re.jpg,0,2
data/train/24899re.jpg,9,2
data/train/41239re.jpg,1,2
data/train/51154re.jpg,3,2
data/train/50576re.jpg,2,2
data/train/26131re.jpg,9,2
data/train/57455re.jpg,4,2
data/train/71451re.jpg,6,2
data/train/19040re.jpg,0,2
data/train/32358re.jpg,10,2
data/train/84260re.jpg,8,2
data/train/30656re.jpg,10,2
data/train/85068re.jpg,8,2
data/train/23323re.jpg,9,2
data/train/19787re.jpg,0,2
data/train/17809re.jpg,0,2
data/train/52034re.jpg,3,2
data/train/72971re.jpg,6,2
data/train/54060re.jpg,3,2
data/train/35052re.jpg,11,2
data/train/48372re.jpg,2,2
data/train/28936re.jpg,10,2
data/train/70918re.jpg,6,2
data/train/76546re.jpg,7,2
data/train/18981re.jpg,0,2
data/train/74922re.jpg,6,2
data/train/40902re.jpg,1,2
data/train/44974re.jpg,1,2
data/train/61778re.jpg,4,2
data/train/39303re.jpg,1,2
data/train/43228re.jpg,1,2
data/train/36810re.jpg,11,2
data/train/64149re.jpg,5,2
data/train/33216re.jpg,11,2
data/train/41337re.jpg,1,2
data/train/58418re.jpg,4,2
data/train/69698re.jpg,6,2
data/train/58090re.jpg,4,2
data/train/24479re.jpg,9,2
data/train/24570re.jpg,9,2
data/train/17897re.jpg,0,2
data/train/41416re.jpg,1,2
data/train/47691re.jpg,2,2
data/train/29689re.jpg,10,2
data/train/86320re.jpg,8,2
data/train/37630re.jpg,11,2
data/train/58365re.jpg,4,2
data/train/23916re.jpg,9,2
data/train/29314re.jpg,10,2
data/train/64796re.jpg,5,2
data/train/43810re.jpg,1,2
data/train/78051re.jpg,7,2
data/train/31209re.jpg,10,2
data/train/53848re.jpg,3,2
data/train/59225re.jpg,4,2
data/train/15166re.jpg,0,2
data/train/43830re.jpg,1,2
data/train/51185re.jpg,3,2
data/train/70269re.jpg,6,2
data/train/72603re.jpg,6,2
data/train/22315re.jpg,9,2
data/train/15929re.jpg,0,2
data/train/59944re.jpg,4,2
data/train/24029re.jpg,9,2
data/train/85608re.jpg,8,2
data/train/57179re.jpg,4,2
data/train/44002re.jpg,1,2
data/train/45850re.jpg,2,2
data/train/48156re.jpg,2,2
data/train/30299re.jpg,10,2
data/train/68123re.jpg,5,2
data/train/64617re.jpg,5,2
data/train/70305re.jpg,6,2
data/train/66908re.jpg,5,2
data/train/57721re.jpg,4,2
data/train/49223re.jpg,2,2
data/train/41591re.jpg,1,2
data/train/53007re.jpg,3,2
data/train/43037re.jpg,1,2
data/train/45601re.jpg,2,2
data/train/76741re.jpg,7,2
data/train/66850re.jpg,5,2
data/train/46911re.jpg,2,2
data/train/59602re.jpg,4,2
data/train/36437re.jpg,11,2
data/train/67805re.jpg,5,2
data/train/37932re.jpg,11,2
data/train/27421re.jpg,10,2
data/train/42000re.jpg,1,2
data/train/52013re.jpg,3,2
data/train/71111re.jpg,6,2
data/train/71533re.jpg,6,2
data/train/82761re.jpg,8,2
data/train/81599re.jpg,8,2
data/train/36637re.jpg,11,2
data/train/67211re.jpg,5,2
data/train/80208re.jpg,7,2
data/train/60893re.jpg,4,2
data/train/30081re.jpg,10,2
data/train/17394re.jpg,0,2
data/train/45266re.jpg,2,2
data/train/62096re.jpg,4,2
data/train/39256re.jpg,1,2
data/train/34851re.jpg,11,2
data/train/81654re.jpg,8,2
data/train/74684re.jpg,6,2
data/train/59446re.jpg,4,2
data/train/82737re.jpg,8,2
data/train/15289re.jpg,0,2
data/train/62672re.jpg,4,2
data/train/47931re.jpg,2,2
data/train/23070re.jpg,9,2
data/train/42274re.jpg,1,2
data/train/27673re.jpg,10,2
data/train/38721re.jpg,11,2
data/train/45424re.jpg,2,2
data/train/19241re.jpg,0,2
data/train/78878re.jpg,7,2
data/train/46904re.jpg,2,2
data/train/49032re.jpg,2,2
data/train/35838re.jpg,11,2
data/train/51600re.jpg,3,2
data/train/21078re.jpg,9,2
data/train/67453re.jpg,5,2
data/train/78819re.jpg,7,2
data/train/71696re.jpg,6,2
data/train/57791re.jpg,4,2
data/train/27089re.jpg,10,2
data/train/19249re.jpg,0,2
data/train/24303re.jpg,9,2
data/train/48388re.jpg,2,2
data/train/83840re.jpg,8,2
data/train/44091re.jpg,1,2
data/train/70558re.jpg,6,2
data/train/24162re.jpg,9,2
data/train/20619re.jpg,9,2
data/train/67052re.jpg,5,2
data/train/38683re.jpg,11,2
data/train/25596re.jpg,9,2
data/train/82490re.jpg,8,2
data/train/47873re.jpg,2,2
data/train/57344re.jpg,4,2
data/train/77803re.jpg,7,2
data/train/69355re.jpg,6,2
data/train/37747re.jpg,11,2
data/train/35362re.jpg,11,2
data/train/63544re.jpg,5,2
data/train/76750re.jpg,7,2
data/train/19621re.jpg,0,2
data/train/53841re.jpg,3,2
data/train/67163re.jpg,5,2
data/train/60049re.jpg,4,2
data/train/51562re.jpg,3,2
data/train/24000re.jpg,9,2
data/train/26326re.jpg,9,2
data/train/32748re.jpg,10,2
data/train/78326re.jpg,7,2
data/train/19183re.jpg,0,2
data/train/70077re.jpg,6,2
data/train/80661re.jpg,7,2
data/train/77007re.jpg,7,2
data/train/23560re.jpg,9,2
data/train/14742re.jpg,0,2
data/train/86963re.jpg,8,2
data/train/85326re.jpg,8,2
data/train/45938re.jpg,2,2
